"Comp 1","Comp 2","Comp 3","Comp 1","Comp 2","Comp 3","Comp 4","Comp 5"
2.29551021235137,-0.314783822935987,-2.81857414544832,2.29834878135629,-0.0340764170525326,0.762022863560297,-0.679085764093233,2.3155406731898
1.87950844179327,0.187963574304128,-3.19038109308522,1.87025170287641,-0.677861019201108,-0.514823566887127,-0.383135375495696,1.7342337748247
1.9591596662316,0.104591687310784,-2.74533760520588,1.95272806240647,-0.494698728875895,0.0284792515871901,-0.153708438343237,1.76241861349945
1.86064891828501,0.262086573945727,-2.65820491589164,1.85088427834467,-0.6537977340226,-0.162865998854304,0.093072628163139,1.58982289072954
2.09236823995849,-0.0981108722992656,-2.32148146193436,2.09092431931109,-0.225856263340515,0.223749734131863,-0.120116874544714,1.71028988170087
2.27808476803205,-0.222501120161527,-2.22572160840286,2.27984819438874,-0.046060487484071,0.809741666978291,-0.341897456210692,2.05087673034325
2.38932411326801,-0.244407985773938,-2.46043018925524,2.39123706620994,-0.0528408221655843,0.85490709465421,-0.840209026227359,2.19490021945366
2.46088188186732,-0.412802903670574,-2.4913620183131,2.46626273365187,0.107815997063458,0.842499977603596,-0.678660732888657,2.34535097475765
2.6404367705285,-0.182715604107672,-2.36115428497215,2.64143128987333,-0.0784500836018764,1.20234192781564,-1.08435586751759,2.38361806764475
3.23896912279008,-0.62136488649189,-1.38493206030693,3.25193992127587,0.616044472530411,2.96383982614392,-1.23644618680127,2.61994150115274
3.33218264235912,-0.383617428268498,-1.22874767322364,3.3402838158613,0.391259275876804,2.89590796742417,-1.06175019715227,2.49846562322246
3.14145607754149,0.214751242858734,-2.6097670741045,3.13437053548972,-0.445974406864398,2.01871798598897,-3.48555829983632,2.22908407985829
3.13924197189214,0.177818866881556,-2.56657829270151,3.13272727108505,-0.42912593631981,1.6961458837829,-3.18190326509672,1.74796400107477
3.24691923923211,0.0532259521287474,-2.52172517386246,3.24312697540108,-0.295625165609178,1.76981445288522,-3.49618755671066,1.69110897417828
3.18547524152283,-0.0104703994380754,-2.6320005004952,3.18279214592847,-0.253740115448807,1.66763689228147,-3.48894044654019,1.74899124807986
3.16264522174318,0.189469135012796,-2.10457112129925,3.15696630002429,-0.339707804169559,2.2152000785962,-3.36651912856608,1.71995057788027
3.10905360490144,0.399952157967248,-2.17141443721011,3.09868839812918,-0.573574970506477,2.0124334978708,-3.4874557581577,1.70220363381297
2.74443475487315,0.778379166742085,-1.4525509112913,2.72690600026872,-0.877606985705179,1.69228787743882,-2.04097796647016,1.48619904479795
2.73196775581116,0.78365723024302,-1.20668340366775,2.71518510585686,-0.802172584366242,2.29464919100563,-1.78219032070563,1.81692444173614
2.29503511070184,0.948335312584965,-0.833839582031859,2.2746230345052,-0.983721645308543,1.3921779181892,-0.446046054891902,1.23710888924871
2.46686624364761,0.761433578838827,-0.827648670798341,2.45069751540225,-0.767929576149046,1.79257080246103,-0.621897614052381,1.52957531900217
1.78041708196357,1.65682848987074,-2.39894481337599,1.73969226040267,-2.19792816891142,-2.43306961616072,0.21084818387826,1.14633475424676
2.72823342378127,0.476982987703995,-0.392264817977138,2.71887673206726,-0.407772075610304,2.11536802710951,-0.779731534348482,1.2117964438656
2.46646833289906,0.73825833834967,-0.597521754856865,2.45075391357387,-0.749135518718575,1.39067181710621,-0.573893474664151,1.17182742967492
2.17613907631919,0.876643362710941,-0.819542233758571,2.15687787178894,-0.946567276656123,0.929255251965046,-0.6233303047366,0.951440073557502
2.13853928903571,0.894930311867811,-0.802973061977231,2.11868299658292,-0.984949713155922,0.648530852315413,-0.698074842764309,0.79769875923285
1.86865016310097,0.911783789007877,-0.577393100230793,1.84846270219842,-1.00063520849502,0.233507517393331,0.0958302561547602,0.367035814679041
2.10298863602471,0.674321218576599,0.421667286254525,2.09039316985113,-0.521075478113882,1.6857341516114,0.143623910927572,0.310327058735563
2.74473656256801,0.183735939926061,0.961322301651876,2.74477220798712,0.185363744678178,3.6125912532926,-0.925930478730592,0.0867395860451987
2.36406453072,0.606243706063821,-0.107332979562014,2.35210725895837,-0.526566437072142,1.67321664300717,-0.621978289084255,0.412803495910786
2.51491891245716,0.687578245127052,-0.234087023929322,2.50119174366311,-0.612494955561684,1.86110175670908,-0.793840457727512,0.807815954352798
2.30795885041655,1.03646490151712,-0.555020460468701,2.28600556877255,-1.04293121006087,1.29517755550074,-1.20179159976403,0.702461770845338
2.44879189306133,0.820182109498349,-0.0227451819752689,2.43258994864016,-0.71544517853791,1.87097011812475,-0.498750730635126,0.773255960703254
2.82522064956764,0.508940963396682,0.452768329598669,2.8172401645485,-0.248013955327207,3.13822664960893,-0.384920691882842,1.06601937122377
2.74507158957799,0.680692519155436,0.0719051799372302,2.73240783006749,-0.519351303836227,2.4931275226126,-0.620617225088899,1.02466581400397
2.56616290561094,1.01467500577707,0.0922118853324809,2.54615911209644,-0.881886998365432,2.06731694477518,-0.245246702436606,1.16147244791771
3.27639713990582,0.530500089934048,0.968008805439201,3.2697413212211,-0.102080377351757,4.46677700728095,-1.08185564589964,1.15010251512573
3.21049033398939,0.637498136678147,0.737699922365478,3.20024064822687,-0.335714449168823,3.28890818672112,-0.930167994375584,0.943550494329856
3.253835038568,0.703750942689022,1.00440233761505,3.24301057934727,-0.324719023547062,3.82069866919388,-0.747867898975931,1.13690231390435
2.9278071207248,1.09319470845126,0.0579947285733635,2.90634266960018,-0.941528308685905,2.4652555835054,-0.580749487519549,1.79605002452657
2.49214925122362,1.60983221298625,0.24671565452286,2.45936321546113,-1.50005869455842,1.50127386724802,-0.517723679964572,0.812294325299604
2.58316625429085,1.53667895185684,0.53196144495789,2.55264580231755,-1.35917783741545,1.92636693903679,-0.174172240475677,1.14108926229087
2.82028115868229,0.9538642570707,0.59496016157006,2.80202553208033,-0.778915994864924,1.9010533076694,0.53078723849609,1.23651244222337
3.09771294192155,0.686956501394917,1.12267196553409,3.08703987777377,-0.32785146551307,3.37792222924515,-0.150012408764605,1.1935377489536
2.42811291321409,1.01269338395425,0.600212834214,2.40826784514268,-0.871192154916451,1.36193034276309,0.618228668399514,0.691842865875413
2.8406027397497,0.422997578196485,0.693117104433086,2.83400432541266,-0.204303563046556,2.26281287771517,-0.136658983495945,0.373234658004256
2.77977265680627,0.548508188759859,0.588887157241915,2.76977493440802,-0.401207966135511,1.55060208717972,0.644878350158036,0.400784329381839
2.82066194189629,0.903919240703923,0.671431148156593,2.80371803227583,-0.704713829903728,2.02545448982621,-0.355278067599494,0.225234371587322
2.4845829263876,1.00871169212518,0.76582947762556,2.46498180902096,-0.852763285853856,1.26396362032542,0.61755611414548,-0.0499941720206198
2.45997546814545,0.924876712213984,0.799259635092771,2.44209878882712,-0.773227307389442,1.15648403577703,0.748890245297293,-0.192548074136559
2.4257516347773,0.769161923565537,0.993976380223448,2.41130188340995,-0.60471208554163,1.03002477592551,1.21172077030744,-0.044566219937607
2.56302804293572,0.902787249245635,0.816337812085373,2.54566740446237,-0.746393254835811,1.22127420270269,0.173098885025653,-0.172731812161538
2.32476452596858,1.04110604762775,0.677370525721457,2.30365596283325,-0.963455526558259,0.436550401718908,1.43946321765537,0.0522291821743046
2.54445455992375,1.11523949219656,1.06786057750468,2.52311398437949,-0.912330199392838,1.3836499591995,0.858275273448864,-0.0230861888149415
2.51821744856605,1.17958086139526,0.464137003726843,2.49435043079545,-1.08550762991731,0.975357600260881,0.49783243032714,-0.17816370186533
2.62295521624911,1.14573843894802,0.648786495828693,2.60037633764744,-0.997651366396935,1.38196731491783,0.327168299215541,0.0536407039644549
2.6321378907715,1.37055720191314,0.515259366408277,2.60438903631653,-1.2628333129157,1.10366517473498,-0.0759568377255558,0.220092436471319
2.47137468813555,1.3740484684164,0.556100429777838,2.44354893559907,-1.26688122461308,0.977094858278392,0.435524734493466,-0.0139794671629356
2.43111667739719,1.49247560261824,0.646604542429183,2.40107205524179,-1.35920262518437,1.11851678762579,-0.16521427418434,-0.41127426542478
2.27532161066469,1.53239081986843,0.419004511920725,2.24366140658979,-1.47195130361356,0.554689399024985,0.0239924770330718,-0.386268095798528
2.27947168498958,1.74272511538699,0.128112300842481,2.24307360029448,-1.70983410190571,0.644146151472445,-0.585203506360586,-0.554929612887234
2.27774671391481,1.77331991165525,-0.355759186100579,2.23973716864957,-1.8303936203677,0.299019150164744,-1.0574106558985,-0.45360110204473
2.74546769245321,1.30537921563867,0.436390598486828,2.71941986148154,-1.16607146938907,1.62827538239042,-0.314925005339365,0.306682918901777
2.58100981871949,1.463738567555,0.373481182965712,2.55138508382324,-1.34688314979631,1.39093473851016,-0.497966471511605,0.00361595290719055
2.4082772390887,1.57676566000944,0.188431158420737,2.37562460166639,-1.52060498558724,0.900169216959951,-0.102606746617975,0.0459846790069557
2.29689456810225,1.75020469721532,0.470754238072296,2.26094361886726,-1.66117840999449,0.810926666683571,0.104974598130374,-0.396537624009657
2.25667083457095,2.21174505376531,-0.0864638040547084,2.20993285425619,-2.22085471824406,0.427033191407451,-0.636570625206171,-0.649366179638057
2.17520961823464,2.35847851447211,0.0274836799596715,2.1251303720018,-2.39175435880618,-0.0576061915862261,0.0298955665668355,-0.729177348819734
2.34936750029968,2.19915346107159,0.352901660879534,2.3037262325535,-2.13094321675083,0.734790726501009,-0.202642071649812,-0.292188386658314
2.28696232354048,2.23867235784914,0.120797899418953,2.24009607087061,-2.20677807790765,0.625515962257507,-0.591945392038682,-0.477151750174189
2.0903993462634,2.37155472049774,0.00561966624541239,2.04012137908848,-2.39737499964039,0.0501964198237149,-0.17800605426802,-0.550226956540561
2.11494458750815,2.12322842092193,0.306067280075805,2.07039280666463,-2.10368053106116,0.156687561775776,0.413597201694137,-0.617986971199631
2.1630515421169,2.15065372256288,0.201973034892412,2.11791216339591,-2.13151275702048,0.305207376590941,0.0879476521847316,-0.82988929184091
2.07383281416631,2.07648593062332,-0.0894662407772232,2.02972449886864,-2.10682917764501,0.145085879097774,-0.117464555273048,-0.648663118347992
1.73493580923868,2.43447293478711,-0.789502344437961,1.68129974665664,-2.65055990600755,-1.13889517754235,-0.359822838948788,-1.13205605977477
2.36355346259387,1.7147636263196,0.755594207375422,2.32925992903772,-1.54018446299812,1.42042743555004,0.625101734757048,-0.323388002699297
2.32082966527772,1.66892151104764,0.495859384750935,2.2869265902481,-1.54812287933681,1.16190261156677,0.316423814265705,-0.346081398048978
