epoch,loss
0,6126032.623679577
1,6125732.912191901
2,6125970.771346831
3,6126333.373679577
4,6126329.985035211
5,6126225.620158451
6,6126216.25550176
7,6126301.384683099
8,6126323.4333186615
9,6126235.443882043
10,6126120.141285211
11,6126014.432878521
12,6125947.872139084
13,6125892.899867957
14,6125841.199823944
15,6125799.172755281
16,6125793.551496479
17,6125809.949823944
18,6125846.250440141
19,6125865.94806338
20,6125853.143045775
21,6125848.889744719
22,6125851.211927817
23,6125844.658670775
24,6125840.32262324
25,6125828.047315141
26,6125813.216549296
27,6125817.025088028
28,6125820.735915493
29,6125823.398327465
30,6125805.7084066905
31,6125809.283670775
32,6125813.120158451
33,6125807.812279929
34,6125817.441901408
35,6125814.496478873
36,6125816.890845071
37,6125813.7218309855
38,6125820.8719190145
39,6125817.97931338
40,6125820.7207306335
41,6125819.509683099
42,6125817.329885564
43,6125821.2011443665
44,6125819.523327465
45,6125818.454665493
46,6125817.525088028
47,6125822.187720071
48,6125821.465228873
49,6125816.539612676
50,6125811.059198944
51,6125806.553257043
52,6125806.855853873
53,6125801.4634683095
54,6125807.280369719
55,6125803.273327465
56,6125798.725792253
57,6125798.617737676
58,6125794.246698944
59,6125790.625660211
60,6125786.57262324
61,6125782.613116197
62,6125778.33318662
63,6125774.445422535
64,6125770.826364436
65,6125766.901848592
66,6125763.290933099
67,6125759.5572183095
68,6125756.827244719
69,6125753.4707306335
70,6125749.998899648
71,6125746.855633803
72,6125743.514744719
73,6125740.0510563385
74,6125736.609815141
75,6125738.111135564
76,6125735.009683099
77,6125732.001760564
78,6125729.0125440145
79,6125725.83318662
80,6125722.959947183
81,6125720.090448944
82,6125716.426716549
83,6125713.665713028
84,6125711.7999559855
85,6125708.692341549
86,6125706.058538732
87,6125703.663512324
88,6125701.070862676
89,6125694.132922535
90,6125691.421214789
91,6125688.765625
92,6125686.2926936615
93,6125683.659551056
94,6125680.183538732
95,6125678.087808099
96,6125686.738116197
97,6125684.217209507
98,6125681.94256162
99,6125669.570862676
100,6125667.356073944
101,6125664.921214789
102,6125662.740096831
103,6125660.581426056
104,6125658.433978873
105,6125655.481073944
106,6125653.139744719
107,6125650.86949824
108,6125648.8155809855
109,6125647.4405809855
110,6125640.806338028
111,6125638.786091549
112,6125636.855633803
113,6125634.637764084
114,6125632.722271127
115,6125631.026848592
116,6125628.014744719
117,6125626.177816901
118,6125623.840889084
119,6125622.026408451
120,6125620.20818662
121,6125618.188600352
122,6125616.120378521
123,6125618.782130281
124,6125617.0125440145
125,6125615.030369719
126,6125613.320642605
127,6125610.518045775
128,6125608.782130281
129,6125606.647227113
130,6125604.98987676
131,6125603.533890845
132,6125597.296214789
133,6125595.4375
134,6125594.063820423
135,6125592.227552817
136,6125590.421214789
137,6125588.641065141
138,6125587.077244719
139,6125585.3083186615
140,6125583.539392605
141,6125582.009242957
142,6125570.389524648
143,6125569.086927817
144,6125567.176496479
145,6125565.900088028
146,6125564.441021127
147,6125561.900308099
148,6125560.243617957
149,6125558.5906690145
150,6125556.956426056
151,6125550.95818662
152,6125549.555237676
153,6125548.424735916
154,6125546.801716549
155,6125545.469850352
156,6125543.033890845
157,6125541.657130281
158,6125540.120158451
159,6125538.5644806335
160,6125537.266285211
161,6125535.565360916
162,6125534.4947183095
163,6125533.189040493
164,6125531.514304577
165,6125530.454885564
166,6125528.123679577
167,6125526.8479313385
168,6125525.195642605
169,6125523.990977113
170,6125522.775088028
171,6125517.836707747
172,6125516.419454225
173,6125515.0209066905
174,6125513.611135564
175,6125511.321082747
176,6125510.150088028
177,6125509.035211268
178,6125507.636663732
179,6125506.756822183
180,6125495.477552817
181,6125494.150088028
182,6125492.82262324
183,6125491.689040493
184,6125489.507482395
185,6125488.191241197
186,6125486.8937059855
187,6125485.61487676
188,6125479.915933099
189,6125479.118397887
190,6125478.063380281
191,6125480.9584066905
